,Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,user_type_cat,duration_trim,duration_time,ride_date,ride_id
18264,18264,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,5342,2,1983,Female,27,2,19 ,19,2016-10-29,399536
18265,18265,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),365,Turk St at Fillmore St,2915,1,1990,Female,26,1,19 ,19,2015-05-28,443161
18266,18266,10 minutes,3,Powell St BART Station (Market St at 4th St),78,Folsom St at 9th St,4738,2,1985,Male,27,2,10 ,10,2017-12-05,486687
18267,18267,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5383,3,1996,Male,27,3,5 ,5,2021-02-04,92990
18268,18268,23 minutes,3,Powell St BART Station (Market St at 4th St),137,Jersey St at Castro St,4752,2,1989,Male,26,2,23 ,23,2022-02-13,377710
18269,18269,11 minutes,81,Berry St at 4th St,16,Steuart St at Market St,3137,1,1993,Female,26,1,11 ,11,2016-02-15,64818
18270,18270,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1301,2,1980,Male,27,2,11 ,11,2016-05-24,121777
18271,18271,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),56,Koshland Park,2069,3,1987,Male,27,3,20 ,20,2022-04-08,57297
18272,18272,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),41,Golden Gate Ave at Polk St,2664,1,1986,Male,27,1,16 ,16,2016-03-25,449147
18273,18273,8 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),306,3,1983,Male,29,3,8 ,8,2021-10-27,235083
18274,18274,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4718,2,1983,Male,26,2,9 ,9,2016-03-27,156665
18275,18275,37 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2778,2,1973,Female,27,2,37 ,37,2020-04-05,146680
18276,18276,37 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5560,1,1973,Female,29,1,37 ,37,2021-07-30,35394
18277,18277,36 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4358,2,1973,Female,27,2,36 ,36,2020-04-04,462557
18278,18278,36 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3279,2,1973,Female,27,2,36 ,36,2017-09-29,231452
18279,18279,11 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1529,2,1988,Male,29,2,11 ,11,2017-12-31,461667
18280,18280,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,5517,3,1985,Male,27,3,8 ,8,2015-03-04,340795
18281,18281,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5267,1,1992,Male,26,1,3 ,3,2018-01-05,332996
18282,18282,19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),52,McAllister St at Baker St,4761,1,1992,Male,26,1,19 ,19,2021-07-05,5768
18283,18283,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),13,Commercial St at Montgomery St,5286,3,1996,Male,26,3,11 ,11,2019-11-03,57127
18284,18284,13 minutes,5,Powell St BART Station (Market St at 5th St),72,Page St at Scott St,5009,3,1986,Male,26,3,13 ,13,2020-05-07,344534
18285,18285,11 minutes,81,Berry St at 4th St,22,Howard St at Beale St,3400,2,1983,Male,26,2,11 ,11,2016-06-15,201527
18286,18286,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,4954,3,1965,Male,26,3,4 ,4,2019-09-03,48264
18287,18287,12 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,4821,2,1994,Male,26,2,12 ,12,2020-06-24,389219
18288,18288,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,4649,2,1990,Female,27,2,8 ,8,2022-12-04,41286
18289,18289,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),368,Myrtle St at Polk St,4965,2,1983,Male,27,2,14 ,14,2018-09-22,237687
18290,18290,7 minutes,16,Steuart St at Market St,323,Broadway at Kearny,4617,2,1975,Male,27,2,7 ,7,2017-12-28,367964
18291,18291,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,5384,3,1983,Male,26,3,11 ,11,2017-11-06,234227
18292,18292,5 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),2090,2,1943,Female,26,2,5 ,5,2022-06-21,139592
18293,18293,5 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),3616,2,1949,Male,29,2,5 ,5,2020-08-07,147768
18294,18294,9 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,4902,2,1979,Female,27,2,9 ,9,2019-06-28,279625
18295,18295,12 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,5221,2,1992,Female,27,2,12 ,12,2016-11-19,57020
18296,18296,10 minutes,81,Berry St at 4th St,22,Howard St at Beale St,3651,2,1979,Female,26,2,10 ,10,2016-06-23,477503
18297,18297,19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),112,Harrison St at 17th St,5526,1,1990,Female,29,1,19 ,19,2018-09-28,183893
18298,18298,24 minutes,16,Steuart St at Market St,122,19th St at Mission St,260,3,1993,Male,29,3,24 ,24,2017-09-06,197828
18299,18299,13 minutes,81,Berry St at 4th St,136,23rd St at San Bruno Ave,5260,1,1990,Male,27,1,13 ,13,2019-02-22,100648
18300,18300,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),3,Powell St BART Station (Market St at 4th St),5006,1,1957,Male,29,1,7 ,7,2015-11-07,414523
18301,18301,14 minutes,22,Howard St at Beale St,116,Mississippi St at 17th St,5404,2,1970,Male,29,2,14 ,14,2020-05-22,486512
18302,18302,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,5356,2,1985,Male,29,2,15 ,15,2015-12-06,460587
18303,18303,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,4442,1,1967,Male,29,1,10 ,10,2017-09-07,256614
18304,18304,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5188,1,1982,Male,26,1,7 ,7,2020-08-30,88469
18305,18305,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5247,1,1994,Female,29,1,9 ,9,2022-10-12,272784
18306,18306,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,4405,2,1972,Male,26,2,9 ,9,2015-05-18,100446
18307,18307,5 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,316,3,1981,Male,27,3,5 ,5,2020-04-22,8853
18308,18308,9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4960,1,1986,Male,26,1,9 ,9,2015-11-27,493441
18309,18309,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),96,Dolores St at 15th St,4407,2,1973,Male,27,2,18 ,18,2015-09-28,490432
18310,18310,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,5000,2,1988,Female,29,2,6 ,6,2019-02-13,460691
18311,18311,13 minutes,3,Powell St BART Station (Market St at 4th St),73,Pierce St at Haight St,4602,3,1983,Male,26,3,13 ,13,2016-10-28,227316
18312,18312,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,4734,2,1957,Male,29,2,6 ,6,2020-03-15,481659
18313,18313,18 minutes,16,Steuart St at Market St,126,Esprit Park,5529,1,1989,Male,29,1,18 ,18,2016-08-01,137465
18314,18314,22 minutes,3,Powell St BART Station (Market St at 4th St),132,24th St at Chattanooga St,5533,1,1972,Male,26,1,22 ,22,2022-06-08,412329
18315,18315,6 minutes,5,Powell St BART Station (Market St at 5th St),42,San Francisco City Hall (Polk St at Grove St),4926,1,1996,Male,29,1,6 ,6,2021-06-02,498089
18316,18316,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),13,Commercial St at Montgomery St,1594,2,1963,Male,29,2,5 ,5,2018-03-30,173082
18317,18317,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4954,3,1991,Male,26,3,9 ,9,2022-12-11,431492
18318,18318,16 minutes,81,Berry St at 4th St,77,11th St at Natoma St,5217,1,1994,Male,29,1,16 ,16,2022-02-15,430216
18319,18319,11 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4649,2,1989,Male,29,2,11 ,11,2018-04-24,108643
18320,18320,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,4804,3,1981,Male,29,3,4 ,4,2021-03-03,197735
18321,18321,11 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5504,2,1988,Male,27,2,11 ,11,2019-11-27,261115
18322,18322,13 minutes,22,Howard St at Beale St,116,Mississippi St at 17th St,4995,3,1966,Male,29,3,13 ,13,2019-07-03,323169
18323,18323,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5069,2,1992,Male,29,2,9 ,9,2022-01-14,82852
18324,18324,25 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),377,Fell St at Stanyan St,5345,2,1990,Female,27,2,25 ,25,2021-03-01,136604
18325,18325,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,4848,1,1979,Male,26,1,12 ,12,2019-11-23,466211
18326,18326,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5204,1,1984,Male,27,1,12 ,12,2021-03-12,269918
18327,18327,15 minutes,3,Powell St BART Station (Market St at 4th St),52,McAllister St at Baker St,5424,2,1989,Male,26,2,15 ,15,2018-08-24,341055
18328,18328,18 minutes,3,Powell St BART Station (Market St at 4th St),71,Broderick St at Oak St,4973,2,1990,Male,29,2,18 ,18,2019-03-16,496347
18329,18329,20 minutes,30,San Francisco Caltrain (Townsend St at 4th St),70,Central Ave at Fell St,5531,3,1988,Male,26,3,20 ,20,2017-03-02,472990
18330,18330,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),133,Valencia St at 22nd St,4797,1,1977,Male,27,1,19 ,19,2016-11-24,335856
18331,18331,12 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,4933,2,1990,Female,27,2,12 ,12,2020-06-09,219323
18332,18332,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4816,1,1977,Male,26,1,4 ,4,2015-04-11,269543
18333,18333,19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,4719,2,1992,Male,26,2,19 ,19,2022-12-21,316387
18334,18334,5 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),1181,2,1973,Male,29,2,5 ,5,2020-10-17,70874
18335,18335,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,1685,2,1989,Male,26,2,4 ,4,2016-07-06,333890
18336,18336,10 minutes,3,Powell St BART Station (Market St at 4th St),86,Market St at Dolores St,4956,2,1984,Male,26,2,10 ,10,2015-08-28,312296
18337,18337,19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),95,Sanchez St at 15th St,4908,2,1974,Male,27,2,19 ,19,2018-01-20,94958
18338,18338,11 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),841,3,1972,Male,26,3,11 ,11,2017-03-19,472059
18339,18339,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,5277,1,1994,Female,29,1,11 ,11,2022-02-07,314513
18340,18340,22 minutes,21,Montgomery St BART Station (Market St at 2nd St),120,Mission Dolores Park,4390,3,1982,Female,29,3,22 ,22,2016-08-16,148862
18341,18341,10 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,3147,2,1966,Female,29,2,10 ,10,2022-10-29,317319
18342,18342,6 minutes,81,Berry St at 4th St,126,Esprit Park,4986,2,1986,Male,27,2,6 ,6,2018-07-16,273064
18343,18343,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),97,14th St at Mission St,1580,2,1954,Male,27,2,13 ,13,2021-08-14,77732
18344,18344,9 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4818,3,1956,Male,27,3,9 ,9,2018-06-15,139399
18345,18345,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,5538,2,1996,Female,29,2,10 ,10,2017-05-09,221452
18346,18346,11 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5417,2,1984,Male,27,2,11 ,11,2021-02-23,352160
18347,18347,16 minutes,22,Howard St at Beale St,55,Webster St at Grove St,5400,1,1981,Male,26,1,16 ,16,2022-03-07,122447
18348,18348,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),109,17th St at Valencia St,5331,3,1996,Female,26,3,13 ,13,2019-03-11,299599
18349,18349,11 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4965,2,1987,Male,29,2,11 ,11,2018-07-29,221931
18350,18350,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4369,2,1988,Female,27,2,7 ,7,2017-08-28,329136
18351,18351,5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,4843,1,1990,Female,29,1,5 ,5,2019-01-30,476400
18352,18352,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4533,2,1986,Male,26,2,9 ,9,2017-04-05,379299
18353,18353,17 minutes,5,Powell St BART Station (Market St at 5th St),375,Grove St at Masonic Ave,5220,3,1988,Female,29,3,17 ,17,2022-04-22,201961
18354,18354,9 minutes,5,Powell St BART Station (Market St at 5th St),86,Market St at Dolores St,5422,3,1985,Female,26,3,9 ,9,2020-10-14,67704
18355,18355,14 minutes,22,Howard St at Beale St,123,Folsom St at 19th St,5279,1,1980,Male,26,1,14 ,14,2021-07-21,297281
18356,18356,17 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4732,3,1993,Male,27,3,17 ,17,2016-08-23,292241
18357,18357,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,4923,2,1987,Female,27,2,9 ,9,2021-12-16,401077
18358,18358,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5247,1,1990,Male,29,1,3 ,3,2021-09-13,110019
18359,18359,7 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,5137,1,1992,Female,29,1,7 ,7,2015-05-08,258497
18360,18360,8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5142,1,1963,Male,27,1,8 ,8,2017-05-11,210427
18361,18361,13 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,2584,1,1970,Other,29,1,13 ,13,2020-10-05,146995
18362,18362,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,5017,3,1992,Female,27,3,13 ,13,2020-03-17,327917
18363,18363,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5286,3,1967,Male,26,3,6 ,6,2016-12-16,332678
18364,18364,15 minutes,81,Berry St at 4th St,19,Post St at Kearny St,1523,1,1992,Male,27,1,15 ,15,2020-08-23,98106
18365,18365,5 minutes,3,Powell St BART Station (Market St at 4th St),62,Victoria Manalo Draves Park,5482,1,1992,Male,29,1,5 ,5,2015-04-23,279038
18366,18366,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5393,1,1995,Male,29,1,9 ,9,2020-12-14,126514
18367,18367,10 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4575,3,1970,Male,27,3,10 ,10,2016-03-24,3588
18368,18368,11 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),696,2,1978,Male,26,2,11 ,11,2021-07-20,454371
18369,18369,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),53,Grove St at Divisadero,5488,1,1988,Male,26,1,14 ,14,2021-10-15,346560
18370,18370,6 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),5070,2,1979,Male,26,2,6 ,6,2016-08-07,484552
18371,18371,22 minutes,81,Berry St at 4th St,132,24th St at Chattanooga St,4944,1,1982,Male,27,1,22 ,22,2021-02-08,497956
18372,18372,11 minutes,22,Howard St at Beale St,371,Lombard St at Columbus Ave,4624,2,1992,Male,26,2,11 ,11,2017-07-21,334567
18373,18373,16 minutes,16,Steuart St at Market St,76,McCoppin St at Valencia St,5298,2,1986,Male,29,2,16 ,16,2020-01-05,406083
18374,18374,5 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,5228,2,1995,Male,27,2,5 ,5,2015-11-02,220397
18375,18375,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4956,2,1992,Male,26,2,8 ,8,2019-02-13,470459
18376,18376,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2714,2,1995,Female,27,2,10 ,10,2018-11-04,50035
18377,18377,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1594,2,1979,Male,26,2,9 ,9,2017-10-21,188329
18378,18378,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,5396,1,1989,Male,27,1,7 ,7,2020-08-28,351850
18379,18379,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4848,2,1985,Male,29,2,9 ,9,2019-06-04,173486
18380,18380,11 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,5389,2,1992,Female,26,2,11 ,11,2020-01-29,483560
18381,18381,9 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4369,3,1982,Female,26,3,9 ,9,2020-04-25,309006
18382,18382,22 minutes,21,Montgomery St BART Station (Market St at 2nd St),132,24th St at Chattanooga St,4834,2,1985,Male,29,2,22 ,22,2019-10-29,428620
18383,18383,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1697,1,1985,Female,29,1,8 ,8,2018-10-01,229949
18384,18384,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),365,Turk St at Fillmore St,5003,3,1981,Female,27,3,16 ,16,2019-08-05,232288
18385,18385,16 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5286,2,1986,Male,27,2,16 ,16,2022-07-08,438489
18386,18386,6 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,4954,2,1993,Female,27,2,6 ,6,2016-05-27,263350
18387,18387,13 minutes,5,Powell St BART Station (Market St at 5th St),121,Mission Playground,4611,1,1986,Male,29,1,13 ,13,2022-07-10,457762
18388,18388,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),124,19th St at Florida St,5355,1,1978,Male,26,1,12 ,12,2022-11-25,12824
18389,18389,9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,260,2,1991,Male,27,2,9 ,9,2021-11-21,191831
18390,18390,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),109,17th St at Valencia St,5163,3,1980,Male,26,3,16 ,16,2018-11-11,25922
18391,18391,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5538,2,1986,Male,27,2,8 ,8,2020-07-31,228919
18392,18392,13 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4733,1,1973,Female,29,1,13 ,13,2020-01-24,481123
18393,18393,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5531,2,1989,Male,26,2,8 ,8,2020-05-24,157552
18394,18394,22 minutes,81,Berry St at 4th St,138,Jersey St at Church St,4456,1,1970,Male,27,1,22 ,22,2015-11-06,439386
18395,18395,16 minutes,16,Steuart St at Market St,87,Folsom St at 13th St,579,2,1996,Female,27,2,16 ,16,2021-03-07,148994
18396,18396,5 minutes,3,Powell St BART Station (Market St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),5565,3,1987,Male,27,3,5 ,5,2022-11-23,88457
18397,18397,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4407,2,1967,Male,27,2,4 ,4,2015-12-12,160545
18398,18398,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,1514,3,1986,Male,29,3,3 ,3,2018-01-23,163998
18399,18399,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),343,Bryant St at 2nd St,5069,1,1982,Female,27,1,6 ,6,2022-05-18,291682
18400,18400,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,5232,3,1995,Male,29,3,5 ,5,2022-02-09,238857
18401,18401,6 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4956,3,1967,Male,27,3,6 ,6,2017-05-04,235103
18402,18402,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5000,2,1989,Female,29,2,13 ,13,2019-10-25,269285
18403,18403,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),962,1,1972,Male,29,1,3 ,3,2022-01-31,423691
18404,18404,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),322,3,1985,Male,26,3,8 ,8,2017-09-22,53417
18405,18405,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4995,2,1990,Female,27,2,5 ,5,2016-11-04,76440
18406,18406,7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),2664,3,1975,Male,27,3,7 ,7,2017-03-16,224422
18407,18407,11 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5538,3,1953,Male,27,3,11 ,11,2020-03-21,194118
18408,18408,7 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5564,1,1972,Male,26,1,7 ,7,2019-05-15,488680
18409,18409,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,4771,2,1994,Male,27,2,8 ,8,2019-03-16,401529
18410,18410,14 minutes,3,Powell St BART Station (Market St at 4th St),86,Market St at Dolores St,358,2,1979,Male,26,2,14 ,14,2016-09-12,371177
18411,18411,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),10,Washington St at Kearny St,5041,3,1994,Male,27,3,5 ,5,2017-03-31,308988
18412,18412,3 minutes,5,Powell St BART Station (Market St at 5th St),61,Howard St at 8th St,5097,2,1979,Male,29,2,3 ,3,2020-08-11,229088
18413,18413,10 minutes,5,Powell St BART Station (Market St at 5th St),95,Sanchez St at 15th St,4808,3,1998,Male,27,3,10 ,10,2016-08-26,326483
18414,18414,5 minutes,5,Powell St BART Station (Market St at 5th St),75,Market St at Franklin St,5213,3,1963,Male,26,3,5 ,5,2020-04-16,262696
18415,18415,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),49,S Park St at 3rd St,5338,1,1991,Male,26,1,10 ,10,2021-01-17,260137
18416,18416,7 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,4417,2,1991,Male,29,2,7 ,7,2015-05-25,78008
18417,18417,7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4554,1,1981,Male,26,1,7 ,7,2020-04-01,344686
18418,18418,8 minutes,3,Powell St BART Station (Market St at 4th St),59,S Van Ness Ave at Market St,5029,2,1981,Male,27,2,8 ,8,2016-02-20,357216
18419,18419,5 minutes,3,Powell St BART Station (Market St at 4th St),321,5th St at Folsom,4432,2,1990,Male,29,2,5 ,5,2016-11-01,51001
18420,18420,16 minutes,5,Powell St BART Station (Market St at 5th St),70,Central Ave at Fell St,5032,1,1967,Female,26,1,16 ,16,2018-03-05,85467
18421,18421,11 minutes,22,Howard St at Beale St,321,5th St at Folsom,4343,3,1980,Male,26,3,11 ,11,2020-08-10,403093
18422,18422,17 minutes,3,Powell St BART Station (Market St at 4th St),133,Valencia St at 22nd St,4998,2,1982,Female,27,2,17 ,17,2016-04-27,223752
18423,18423,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),112,Harrison St at 17th St,2426,2,1992,Female,26,2,17 ,17,2020-03-07,18063
18424,18424,6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5014,3,1983,Male,27,3,6 ,6,2017-12-01,317386
18425,18425,7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,4774,2,1988,Female,26,2,7 ,7,2016-03-20,441013
18426,18426,8 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),2657,2,1974,Male,29,2,8 ,8,2020-10-04,85039
18427,18427,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4962,1,1977,Male,26,1,11 ,11,2018-05-06,57873
18428,18428,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),827,1,1989,Male,29,1,6 ,6,2021-12-12,43135
18429,18429,11 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5009,3,1985,Male,26,3,11 ,11,2016-09-30,362955
18430,18430,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,4978,3,1989,Male,27,3,7 ,7,2018-02-09,23509
18431,18431,7 minutes,5,Powell St BART Station (Market St at 5th St),59,S Van Ness Ave at Market St,5268,2,1983,Male,26,2,7 ,7,2019-11-13,321646
18432,18432,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5223,3,1971,Male,29,3,7 ,7,2017-02-17,241444
18433,18433,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),28,The Embarcadero at Bryant St,5275,1,1979,Male,27,1,4 ,4,2015-05-03,385496
18434,18434,11 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4624,2,1986,Male,27,2,11 ,11,2016-07-26,162522
18435,18435,8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5264,2,1977,Male,29,2,8 ,8,2021-01-07,117388
18436,18436,6 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4619,2,1988,Male,26,2,6 ,6,2021-07-26,301295
18437,18437,4 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,5000,3,1972,Female,29,3,4 ,4,2022-12-11,311690
18438,18438,12 minutes,16,Steuart St at Market St,89,Division St at Potrero Ave,4597,2,1989,Male,29,2,12 ,12,2018-06-15,349646
18439,18439,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),1582,2,1985,Male,26,2,10 ,10,2017-12-25,281682
